TRXN_MONTH,TRXN_DT,TRXN_AMT,MERCHT_NAME,CATG
Dec-19,18/12/2019,6.9,IZ *V69 LTD LONDON,Glossary
Dec-19,18/12/2019,5.8,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Dec-19,19/12/2019,1.56,CAPITAL ONE,Eating Out
Dec-19,19/12/2019,3.35,CAPITAL ONE,Eating Out
Dec-19,19/12/2019,2.9,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Dec-19,19/12/2019,5.7,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Dec-19,20/12/2019,1.84,CAPITAL ONE,Eating Out
Dec-19,20/12/2019,3.35,CAPITAL ONE,Eating Out
Dec-19,20/12/2019,4.98,KFC - STRATFORD -,Eating Out
Dec-19,20/12/2019,149,BEHOO EXPRESS LTD,RMB (Milk Powder)
Dec-19,20/12/2019,3.69,3CPAYMENT*PRET A MANGER LONDON,Eating Out
Dec-19,20/12/2019,12.5,SAINSBURYS SUPERMARKET LONDON,Glossary
Dec-19,20/12/2019,2.75,SAINSBURYS SUPERMARKET LONDON,Glossary
Dec-19,20/12/2019,5.8,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Dec-19,21/12/2019,48.3,COS KINGS CROSS KINGS CROSS,Shopping
Dec-19,21/12/2019,94.5,COS STRATFORD GB0530 LONDON,Shopping
Dec-19,21/12/2019,46.01,GRANGER & CO LONDON,Eating Out
Dec-19,22/12/2019,10.94,SAINSBURYS SUPERMARKET LONDON,Glossary
Dec-19,23/12/2019,8.5,T4,Eating Out
Dec-19,23/12/2019,9.39,LOON FUNG LIMITED,Glossary
Dec-19,23/12/2019,20.01,LOON FUNG LIMITED,Glossary
Dec-19,23/12/2019,8.24,3CPAYMENT*PRET A MANGER LONDON,Eating Out
Dec-19,23/12/2019,5.8,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Dec-19,24/12/2019,7.34,LOON FUNG LIMITED,Glossary
Dec-19,24/12/2019,50,INSITE ENERGY V/T,Utility Bill
Dec-19,24/12/2019,61,BEHOO EXPRESS LTD,RMB (Milk Powder)
Dec-19,24/12/2019,225,RENDALL & RITTNER,Property
Dec-19,24/12/2019,1487.12,RENDALL & RITTNER,Property
Dec-19,24/12/2019,144.65,LHR T2A WDF MAIN HT2 MA HOUNSLOW,Shopping
Dec-19,24/12/2019,30,LUL TICKET MACHINE-STRA LONDON,Transport
Dec-19,24/12/2019,37.69,THE PERFECTIONIST CAFE HOUNSLOW,Eating Out
